,Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,POP2000,ALAND10,MSA Code,MSA Name,Density,POPlog,Totlog,Dlog
128,4.061137009,0.148120313,0.635583321,0.482399054,0.932022046,1.321716434,0,0.113176904,0.28449105,0.143627887,116255,8622.002815,24300,"Grand Junction, CO Metropolitan Statistical Area",13.4835261,5.06541164,0.608647641,1.12980348
122,4.083935849,0.104319276,0.156034197,0.235288994,1.778262113,1.628883461,0,0.027054969,0.068007636,0.086085212,103459,1385.618994,23460,"Gadsden, AL Metropolitan Statistical Area",74.66626861,5.014768276,0.611078912,1.873124448
200,4.100931358,0.175484602,0.174929331,0.364715867,1.570100457,1.35417485,0,0.080430509,0.20217692,0.178918823,249700,4651.092628,31180,"Lubbock, TX Metropolitan Statistical AreaLubbock, TX Metropolitan Statistical Area",53.68630986,5.397418542,0.6128825,1.729863554
162,4.11029569,0.294444342,0.416074194,0.292044412,0.83077946,1.901282888,0,0.048791306,0.122645981,0.204233106,140052,5821.505865,27620,"Jefferson City, MO Metropolitan Statistical AreaJefferson City, MO Metropolitan Statistical AreaJefferson City, MO Metropolitan Statistical AreaJefferson City, MO Metropolitan Statistical Area",24.05769285,5.146289315,0.613873066,1.381253976
192,4.12383913,0.231049542,1.487160215,0.54110599,0,1.566928028,0,0.040797415,0.102551787,0.154246153,108473,1042.458893,30620,"Lima, OH Metropolitan Statistical Area",104.0549423,5.035321651,0.615301715,2.017262713
70,4.125631568,0.294127451,1.095868528,0.219522133,1.10974853,0.884647366,0,0.093256852,0.234418282,0.194042435,108685,3222.267856,17660,"Coeur d'Alene, ID Metropolitan Statistical Area",33.7293499,5.03616961,0.615490442,1.528007971
53,4.136605932,0.05097261,0.225819194,0.034470494,1.6415598,1.636170978,0,0.058004507,0.145805048,0.343803299,440888,2031.879249,15980,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",216.9853352,5.644328278,0.61664415,2.336430383
14,4.160062174,0.112041934,0.412305152,0.244346587,0,3.09222353,0,0.044990949,0.113093043,0.141060972,112249,1569.189995,11500,"Anniston-Oxford, AL Metropolitan Statistical Area",71.53308418,5.050182481,0.619099821,1.85450695
51,4.162813343,0.543326212,0.31333913,0.901971371,0.366623718,1.456599591,0,0.108330838,0.27230956,0.200312938,198889,3242.912847,15540,"Burlington-South Burlington, VT Metropolitan Statistical AreaBurlington-South Burlington, VT Metropolitan Statistical AreaBurlington-South Burlington, VT Metropolitan Statistical Area",61.33035619,5.298610764,0.619386938,1.787675487
153,4.172347296,0.318952633,0.429678855,0.402003747,0.990012016,1.541320151,0.114181758,0.049427213,0.124244427,0.202526495,1525104,9983.00054,26900,"Indianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical AreaIndianapolis, IN Metropolitan Statistical Area",152.7701009,6.18329946,0.620380451,2.184038366
62,4.194900754,0.280416993,1.256959457,0.203413864,0.001541258,1.936291387,0.227066413,0.043396826,0.109085942,0.136728618,476531,5410.402634,16860,"Chattanooga, TN-GA Metropolitan Statistical AreaChattanooga, TN-GA Metropolitan Statistical AreaChattanooga, TN-GA Metropolitan Statistical AreaChattanooga, TN-GA Metropolitan Statistical AreaChattanooga, TN-GA Metropolitan Statistical AreaChattanooga, TN-GA Metropolitan Statistical Area",88.07680911,5.678091158,0.62272169,1.944861572
355,4.201260697,0.362184349,0.799664873,0.709984367,0.611910406,1.444081016,0,0.042738027,0.107429927,0.123267734,750963,3912.876833,49340,"Worcester, MA Metropolitan Statistical Area",191.92094,5.87561854,0.623379631,2.283122362
339,4.21614434,0.182117942,0.927551182,0.270716839,1.367706112,1.165025253,0,0.04981742,0.125225286,0.127984301,1576370,6810.606351,47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical AreaVirginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",231.4580991,6.197658161,0.624915471,2.364472382
349,4.253639338,0.23403982,1.530979248,0.421486577,0.246846962,1.315419864,0,0.081441858,0.204719138,0.218705875,571166,10746.04284,48620,"Wichita, KS Metropolitan Statistical AreaWichita, KS Metropolitan Statistical AreaWichita, KS Metropolitan Statistical AreaWichita, KS Metropolitan Statistical Area",53.15128634,5.756762347,0.628760664,1.72551378
94,4.25873304,0.258161211,0.429398084,0.32152122,0.355165671,1.692179696,0,0.265516168,0.667423948,0.269367041,126697,1518.196116,20100,"Dover, DE Metropolitan Statistical Area",83.45232784,5.102766332,0.629280417,1.921438456
263,4.264450758,0.348387007,0.468805817,0.658245811,1.686739512,0.853673657,0,0.04137601,0.104006248,0.103216696,1582997,4110.077404,39300,"Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical AreaProvidence-New Bedford-Fall River, RI-MA Metropolitan Statistical AreaProvidence-New Bedford-Fall River, RI-MA Metropolitan Statistical AreaProvidence-New Bedford-Fall River, RI-MA Metropolitan Statistical AreaProvidence-New Bedford-Fall River, RI-MA Metropolitan Statistical AreaProvidence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",385.1501674,6.199480092,0.629863104,2.585630091
16,4.280009611,0.119537848,0.193269057,0.348211487,1.84758486,1.524761113,0,0.029089148,0.073120957,0.14443514,369171,5265.449402,11700,"Asheville, NC Metropolitan Statistical AreaAsheville, NC Metropolitan Statistical AreaAsheville, NC Metropolitan Statistical AreaAsheville, NC Metropolitan Statistical Area",70.11196421,5.567227578,0.631444744,1.845792134
125,4.295273939,0.208681378,0.821804769,0.493745627,0.020167413,1.639920302,0.662884097,0.05943015,0.149388669,0.239251542,124345,4398.151987,24020,"Glens Falls, NY Metropolitan Statistical AreaGlens Falls, NY Metropolitan Statistical Area",28.27210164,5.094628327,0.632990867,1.451358093
31,4.418824889,0.221501744,2.236467545,0.352533804,0,1.204779281,0,0.065242953,0.164000186,0.174299375,166814,5456.73362,13380,"Bellingham, WA Metropolitan Statistical Area",30.57030297,5.222232496,0.645306791,1.485299743
21,4.427997312,0.121915062,1.54179167,0.225320953,0.756459166,1.492433318,0,0.043074879,0.108276661,0.138725597,499684,8469.997336,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical AreaAugusta-Richmond County, GA-SC Metropolitan Statistical AreaAugusta-Richmond County, GA-SC Metropolitan Statistical AreaAugusta-Richmond County, GA-SC Metropolitan Statistical AreaAugusta-Richmond County, GA-SC Metropolitan Statistical AreaAugusta-Richmond County, GA-SC Metropolitan Statistical Area",58.99458762,5.698695443,0.646207349,1.77081217
89,4.433096638,0.056355334,0.265168037,0.035761219,1.72244229,1.496977027,0,0.19212733,0.482947549,0.181317853,443343,2851.65869,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",155.4684653,5.646739856,0.646707199,2.191642311
72,4.454387794,0.269802442,0.130772724,0.442440599,2.073367012,1.132851177,0,0.076769909,0.19297535,0.135408583,537484,6951.156867,17820,"Colorado Springs, CO Metropolitan Statistical AreaColorado Springs, CO Metropolitan Statistical Area",77.32295649,5.730365541,0.648788024,1.888308451
282,4.47884749,0.421960831,1.444863978,0.572705983,0.115087241,1.534523746,0,0.072946867,0.183365442,0.133393403,210039,2072.284641,40980,"Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",101.3562499,5.322299942,0.651166274,2.005850534
191,4.506899404,0.310195724,0.825428231,0.324546189,1.041258338,1.675619018,0,0.043900533,0.110352103,0.175599269,408326,3803.391352,30460,"Lexington-Fayette, KY Metropolitan Statistical AreaLexington-Fayette, KY Metropolitan Statistical AreaLexington-Fayette, KY Metropolitan Statistical AreaLexington-Fayette, KY Metropolitan Statistical AreaLexington-Fayette, KY Metropolitan Statistical AreaLexington-Fayette, KY Metropolitan Statistical Area",107.3583973,5.611007034,0.653877865,2.03083602
257,4.509653679,0.30910477,0.861325084,0.763692871,0.000973791,2.041798834,0,0.109325239,0.274809208,0.148623869,134953,2400.465435,38340,"Pittsfield, MA Metropolitan Statistical Area",56.21951395,5.130182543,0.654143191,1.749887087
214,4.526562885,0.420035122,0.423069351,0.503996615,1.567799622,1.270271634,0,0.056369934,0.141696239,0.143324366,1500741,3767.799619,33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical AreaMilwaukee-Waukesha-West Allis, WI Metropolitan Statistical AreaMilwaukee-Waukesha-West Allis, WI Metropolitan Statistical AreaMilwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",398.3070099,6.176305748,0.655768558,2.60021795
302,4.532238395,0.065088459,0.244761472,0.034761424,2.34181695,1.363283979,0,0.066420272,0.166959612,0.249146225,589959,3363.872943,42260,"Sarasota-Bradenton-Venice, FL Metropolitan Statistical AreaSarasota-Bradenton-Venice, FL Metropolitan Statistical Area",175.3808809,5.770821831,0.656312746,2.243982247
85,4.572192756,0.262969733,0.709966151,0.608179518,0.78643597,1.427881219,0.37307861,0.059067967,0.148478252,0.196135339,376019,5879.046574,19340,"Davenport-Moline-Rock  Island, IA-IL Metropolitan Statistical AreaDavenport-Moline-Rock  Island, IA-IL Metropolitan Statistical AreaDavenport-Moline-Rock  Island, IA-IL Metropolitan Statistical AreaDavenport-Moline-Rock  Island, IA-IL Metropolitan Statistical Area",63.95918033,5.57520979,0.660124531,1.805902889
270,4.573199634,0.294866657,0.807019093,0.575893643,0.960787385,1.233261226,0.40291381,0.048345519,0.121525391,0.12858691,373638,2218.341544,39740,"Reading, PA Metropolitan Statistical Area",168.4312323,5.572451039,0.66022016,2.226422626
269,4.573374568,0.266471104,0.409720355,0.405057783,0.073448217,1.635119174,1.145258345,0.118767812,0.298544798,0.220986961,112818,16181.04629,39660,"Rapid City, SD Metropolitan Statistical AreaRapid City, SD Metropolitan Statistical Area",6.97223146,5.052378396,0.660236772,0.843371796
262,4.585986025,0.093999821,0.109747727,0.236827683,0.008799596,2.168212002,0.822534716,0.279392008,0.702303414,0.164169051,167517,21039.76498,39140,"Prescott, AZ Metropolitan Statistical Area",7.961923536,5.224058887,0.661432727,0.901018002
259,4.588201086,0.328818325,0.226250263,0.827337147,1.11185919,1.7373594,0,0.056632962,0.142357409,0.157586386,487568,5386.265282,38860,"Portland-South Portland, ME Metropolitan Statistical AreaPortland-South Portland, ME Metropolitan Statistical AreaPortland-South Portland, ME Metropolitan Statistical Area",90.52060648,5.688035194,0.661642443,1.956747455
101,4.612930259,0.305571128,1.825351237,0.47314475,0.040179243,1.548170162,0,0.045347829,0.113990147,0.261175764,182791,1199.60564,21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",152.3759091,5.261954809,0.663976889,2.18291631
92,4.614912124,0.239553475,0.559649336,0.634207775,1.501980711,1.382186081,0,0.053570962,0.13466051,0.109103273,4452557,10070.92177,19820,"Detroit-Warren-Livonia,  MI Metropolitan Statistical AreaDetroit-Warren-Livonia,  MI Metropolitan Statistical AreaDetroit-Warren-Livonia,  MI Metropolitan Statistical AreaDetroit-Warren-Livonia,  MI Metropolitan Statistical AreaDetroit-Warren-Livonia,  MI Metropolitan Statistical AreaDetroit-Warren-Livonia,  MI Metropolitan Statistical Area",442.1201061,6.648609488,0.664163436,2.645540266
187,4.616102812,0.157149431,0.53166184,0.270661066,1.594227182,1.667656379,0,0.087923493,0.221011966,0.085811446,114996,2769.439538,30020,"Lawton, OK Metropolitan Statistical Area",41.52320295,5.060682734,0.664275473,1.618290846
84,4.670071671,0.088157676,2.733502052,0.286179373,0,1.362995706,0,0.023755892,0.059714804,0.115766168,110156,2620.744271,19260,"Danville, VA Metropolitan Statistical AreaDanville, VA Metropolitan Statistical Area",42.03233456,5.042008157,0.669323546,1.623583512
328,4.709278805,0.461938365,0.027181708,0.539306636,2.080597273,1.300709383,0,0.048907011,0.122936786,0.127701643,350761,581.601212,45940,"Trenton-Ewing, NJ Metropolitan Statistical Area",603.0953732,5.5450113,0.672954403,2.780385997
227,4.721735166,0.120005254,0.344381098,0.137748348,1.330257683,2.085685194,0,0.124060718,0.311849539,0.267747331,196629,2936.777435,34820,"Myrtle Beach-Conway-North  Myrtle Beach, SC Metropolitan Statistical Area",66.95400123,5.293647571,0.674101625,1.825776536
201,4.754518914,0.10360183,2.221255135,0.294427494,0.442760432,1.420844241,0,0.032055429,0.08057723,0.158997126,228616,5491.606701,31340,"Lynchburg, VA Metropolitan Statistical AreaLynchburg, VA Metropolitan Statistical AreaLynchburg, VA Metropolitan Statistical AreaLynchburg, VA Metropolitan Statistical AreaLynchburg, VA Metropolitan Statistical AreaLynchburg, VA Metropolitan Statistical Area",41.63007521,5.359106622,0.677106579,1.619407196
247,4.75635507,0.05863698,0.276002133,0.03683567,2.017132589,1.711659486,0,0.127131189,0.319567721,0.209389306,476230,2630.557912,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",181.0376414,5.67781675,0.677274268,2.257768883
88,4.764438887,0.067880102,2.213873049,0.631835275,0.071477952,1.266414939,0,0.094416186,0.237332511,0.181208873,114706,1503.976676,19500,"Decatur, IL Metropolitan Statistical Area",76.26847,5.059586135,0.678011761,1.882345034
285,4.793404435,0.220473352,0.533242284,0.413534675,1.597853028,1.687290536,0,0.03411609,0.085757087,0.221137384,122336,4287.701449,41140,"St. Joseph, MO-KS Metropolitan Statistical AreaSt. Joseph, MO-KS Metropolitan Statistical AreaSt. Joseph, MO-KS Metropolitan Statistical AreaSt. Joseph, MO-KS Metropolitan Statistical Area",28.53183727,5.087554276,0.680644073,1.455329738
353,4.793643815,0.126704739,1.858962183,0.277428178,0.01539474,1.954512413,0,0.064720079,0.162685913,0.33323557,102997,2753.098886,49020,"Winchester, VA-WV Metropolitan Statistical AreaWinchester, VA-WV Metropolitan Statistical AreaWinchester, VA-WV Metropolitan Statistical Area",37.41129697,5.012824575,0.680665761,1.573002764
177,4.793704314,0.284350026,1.566586274,0.402219289,0.579742003,1.417581351,0,0.084219597,0.211701508,0.247304277,178541,3311.163957,29140,"Lafayette, IN Metropolitan Statistical AreaLafayette, IN Metropolitan Statistical AreaLafayette, IN Metropolitan Statistical Area",53.92091794,5.251737963,0.680671242,1.731757277
140,4.828496696,0.18717857,2.513012496,0.307731508,0.000804301,1.675439354,0,0,0,0.144330502,108193,2244.234177,25500,"Harrisonburg, VA Metropolitan Statistical AreaHarrisonburg, VA Metropolitan Statistical Area",48.2093184,5.034199163,0.683811939,1.683130991
230,4.832029597,0.152313435,0.561383302,0.23115374,1.45856802,2.005981918,0,0.06906702,0.17361271,0.179949453,1311789,14733.5393,34980,"Nashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical AreaNashville-Davidson--Murfreesboro, TN Metropolitan Statistical Area",89.0342078,6.117863985,0.684129586,1.949556899
323,4.896186158,0.303837275,0.262642601,0.035446819,2.462795459,1.395050263,0.104733816,0.051914873,0.130497619,0.149267433,2395997,6509.771997,45300,"Tampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical AreaTampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical AreaTampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical AreaTampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical Area",368.0615851,6.37948627,0.689857922,2.565920492
87,4.934809971,0.144005909,2.120493354,0.231825039,0.592250365,1.61716223,0,0.02100194,0.052792242,0.155278884,145867,3289.322887,19460,"Decatur, AL Metropolitan Statistical AreaDecatur, AL Metropolitan Statistical Area",44.34560091,5.163957051,0.693270434,1.646850544
117,4.955328425,0.209337443,0.266654441,0.450198573,2.475914869,1.217801558,0,0.047773875,0.120088459,0.167559206,251494,6723.613486,22660,"Fort Collins-Loveland, CO Metropolitan Statistical Area",37.40458914,5.400527628,0.695072444,1.572924889
185,4.963708149,0.116020053,0.110944732,0.220298911,3.213457795,0.702678319,0,0.104937948,0.263780913,0.231589479,1375765,20438.71067,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area",67.31173125,6.138544257,0.695806238,1.828090761
182,5.13029999,0.662033561,0.233912353,0.553534892,1.741816931,1.547508825,0,0.070682046,0.177672364,0.143139022,447728,4397.030554,29620,"Lansing-East Lansing, MI Metropolitan Statistical AreaLansing-East Lansing, MI Metropolitan Statistical AreaLansing-East Lansing, MI Metropolitan Statistical Area",101.8250827,5.651014255,0.710142761,2.007854772
341,5.134690142,0.158077975,0.277383983,0.014678616,2.397710051,1.765624405,0.065235892,0.092105008,0.231522933,0.132351274,213517,2686.079968,47380,"Waco, TX Metropolitan Statistical Area",79.49018739,5.329432459,0.710514241,1.900313521
137,5.155422214,0.29203263,0.743600868,0.345615381,0.687450594,1.939311441,0.673964093,0.093297759,0.234521145,0.145628309,222771,2610.694066,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical AreaHagerstown-Martinsburg, MD-WV Metropolitan Statistical AreaHagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",85.33018208,5.347858654,0.712264239,1.931102672
123,5.173257212,0.052739414,0.260553651,0.034177153,2.18640711,1.945226071,0.410366996,0.043586186,0.109561934,0.130638697,232392,3171.950085,23540,"Gainesville, FL Metropolitan Statistical AreaGainesville, FL Metropolitan Statistical Area",73.26470902,5.366221174,0.713764072,1.864894829
292,5.178935144,0.167409621,0.230349741,0.073747177,2.744599928,1.336673278,0.276349277,0.06198157,0.155802129,0.132022423,1711703,18939.65851,41700,"San Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical AreaSan Antonio, TX Metropolitan Statistical Area",90.37665589,6.233428412,0.714240472,1.956056268
49,5.22329975,0.207413812,0.99551024,0.571863663,1.950371212,1.231881028,0,0.04681595,0.117680536,0.101763309,1170111,4053.467047,15380,"Buffalo-Cheektowaga-Tonawanda, NY Metropolitan Statistical AreaBuffalo-Cheektowaga-Tonawanda, NY Metropolitan Statistical Area",288.6691779,6.068227062,0.717944949,2.460400415
64,5.267401574,0.297917197,1.265312454,0.586536183,1.462999723,1.079102332,0,0.127315611,0.320031301,0.128186772,9098316,18639.63897,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical AreaChicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",488.1165358,6.958961017,0.721596429,2.68852352
283,5.292587131,0.550162541,2.164712053,0.497956509,0.00107455,1.806719264,0,0,0,0.271962202,167392,4536.191976,41060,"St. Cloud, MN Metropolitan Statistical AreaSt. Cloud, MN Metropolitan Statistical Area",36.90143647,5.223734698,0.723668016,1.567043272
74,5.303111333,0.144394771,0.713183498,0.155198533,2.124533151,1.792367275,0,0.058698251,0.147548892,0.167186962,647158,9590.07758,17900,"Columbia, SC Metropolitan Statistical AreaColumbia, SC Metropolitan Statistical AreaColumbia, SC Metropolitan Statistical AreaColumbia, SC Metropolitan Statistical AreaColumbia, SC Metropolitan Statistical AreaColumbia, SC Metropolitan Statistical Area",67.48204012,5.811010324,0.724530745,1.829188204
316,5.313053524,0.244628606,0.40623304,0.380270209,2.297475948,1.66252511,0,0.046213818,0.116166969,0.159539824,368374,7787.586447,44180,"Springfield, MO Metropolitan Statistical AreaSpringfield, MO Metropolitan Statistical AreaSpringfield, MO Metropolitan Statistical AreaSpringfield, MO Metropolitan Statistical AreaSpringfield, MO Metropolitan Statistical Area",47.30271728,5.56628897,0.725344191,1.674886089
56,5.38169272,0.315905615,0.587027572,0.521290912,2.141826932,1.352388294,0,0.066811862,0.167943957,0.228497576,237230,5202.679068,16300,"Cedar Rapids, IA Metropolitan Statistical AreaCedar Rapids, IA Metropolitan Statistical AreaCedar Rapids, IA Metropolitan Statistical Area",45.59766169,5.375169609,0.730918897,1.658942572
327,5.662405912,0.255381165,0.537045393,0.467174985,2.25710207,1.688766801,0,0.07504586,0.188641649,0.193247997,224551,8372.465758,45820,"Topeka, KS Metropolitan Statistical AreaTopeka, KS Metropolitan Statistical AreaTopeka, KS Metropolitan Statistical AreaTopeka, KS Metropolitan Statistical AreaTopeka, KS Metropolitan Statistical Area",26.82017538,5.351314993,0.753000999,1.428461613
334,5.679319145,0.107200402,2.886099674,0.125678245,0,2.049623787,0,0.092798026,0.233265005,0.184654006,119560,4116.184014,46660,"Valdosta, GA Metropolitan Statistical AreaValdosta, GA Metropolitan Statistical AreaValdosta, GA Metropolitan Statistical AreaValdosta, GA Metropolitan Statistical Area",29.04632047,5.077585906,0.754296274,1.463091125
148,5.693461654,0.090797688,3.767916453,0.172573543,0.14572532,0.973722857,0,0.088509277,0.222484412,0.231732102,194477,5957.04808,26380,"Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical AreaHouma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",32.64653859,5.288868246,0.7553764,1.513837141
193,5.730171995,0.311198683,0.747537324,0.462815568,1.803001263,1.967197611,0,0.065167564,0.163810699,0.209443275,266787,3649.230981,30700,"Lincoln, NE Metropolitan Statistical AreaLincoln, NE Metropolitan Statistical Area",73.10773185,5.426164663,0.758167658,1.86396331
18,5.797623228,0.188400036,0.454291849,0.304807966,2.546683257,1.858749075,0.021076392,0.073998397,0.186008637,0.16360762,4247981,21596.7213,12060,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical AreaAtlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",196.6956438,6.628182566,0.763249988,2.293794742
174,5.801288244,0.146484935,0.379849964,0.219312082,2.612796489,1.92543661,0.150881333,0.057193388,0.143766145,0.165567301,616079,4809.213971,28940,"Knoxville, TN Metropolitan Statistical AreaKnoxville, TN Metropolitan Statistical AreaKnoxville, TN Metropolitan Statistical AreaKnoxville, TN Metropolitan Statistical AreaKnoxville, TN Metropolitan Statistical Area",128.1038864,5.789636405,0.763524444,2.107562305
61,5.821228633,0.258571368,0.672670666,0.286097356,2.532865809,1.650871044,0,0.070660219,0.177617517,0.171874647,174021,4258.053333,16820,"Charlottesville, VA Metropolitan Statistical AreaCharlottesville, VA Metropolitan Statistical AreaCharlottesville, VA Metropolitan Statistical AreaCharlottesville, VA Metropolitan Statistical AreaCharlottesville, VA Metropolitan Statistical Area",40.86867552,5.24060166,0.765014657,1.611390563
276,5.844317685,0.799113863,2.260575964,0.571122731,0.176584459,1.429506668,0,0.077492898,0.194792731,0.335128384,163618,4184.403515,40340,"Rochester, MN Metropolitan Statistical AreaRochester, MN Metropolitan Statistical AreaRochester, MN Metropolitan Statistical Area",39.10186946,5.21383108,0.766733815,1.592197521
332,5.864497957,0.205631009,3.086223141,0.184741858,0,1.889169565,0,0.100427627,0.252443402,0.145861356,174706,2386.555662,46340,"Tyler, TX Metropolitan Statistical Area",73.20424274,5.24230782,0.768230839,1.864536252
